ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English,number_of_searches,Hired,Residence Country,Residence Italian Region,Residence Italian Province,Residence Italian City IT,Residence Italian City EN,Italian Residence,European Residence,Assumption HQ Lat,Assumption HQ Lng,Akkodis HQ Lat,Akkodis HQ Lng,Residence Lat,Residence Lon,candidate_text,Distance Residence - Akkodis HQ,Distance Residence - Assumption HQ
43554,first contact,31 - 35 years,VARESE » Varese ~ Lombardy,Male,False,ELECTRONIC,Informatics,Three-year degree,[7-10],Others,project manager,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Varese,Varese,VARESE,True,True,,,,,45.8167,8.8333,Three-year degree in Informatics. Worked in the Others sector. Last held the role of project manager. with [7-10] years of experience. Key skills include: ELECTRONIC.,,
43615,first contact,26 - 30 years,TURIN » Turin ~ Piedmont,Female,False,.,electronic Engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in electronic Engineering. with [0] years of experience. Key skills include: ..,,
43656,first contact,< 20 years,BOLOGNA » Bologna ~ Emilia Romagna,Female,False,,Chemist - Pharmaceutical,master's degree,[1-3],Life sciences,collaborating pharmacist,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,master's degree in Chemist - Pharmaceutical. Worked in the Life sciences sector. Last held the role of collaborating pharmacist. with [1-3] years of experience.,,
43770,first contact,26 - 30 years,LICCIANA NARDI » Massa-Carrara ~ Tuscany,Female,False,"JAVA BACKEND, ML",Other scientific subjects,Five-year degree,[0],Others,student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Tuscany,Massa-carrara,Licciana Nardi,LICCIANA NARDI,True,True,,,,,44.26472,10.03725,"Five-year degree in Other scientific subjects. Worked in the Others sector. Last held the role of student. with [0] years of experience. Key skills include: JAVA BACKEND, ML.",,
43778,first contact,31 - 35 years,MILAN » Milan ~ Lombardy,Male,False,-,computer engineering,Five-year degree,[3-5],Others,software engineer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of software engineer. with [3-5] years of experience. Key skills include: -.,,
43805,in selection,26 - 30 years,ROME » Rome ~ Lazio,Female,True,,Other humanities subjects,master's degree,[3-5],Others,personnel administration officer,[2022],,,,,2.0,,,,,,,,,,,2.0,1.0,1.0,2.0,3.0,3.0,2.0,71.0,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,master's degree in Other humanities subjects. Worked in the Others sector. Last held the role of personnel administration officer. with [3-5] years of experience.,,
43824,first contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,False,"C/C++, EMBEDDED",Information Engineering,Three-year degree,[0],,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Three-year degree in Information Engineering. with [0] years of experience. Key skills include: C/C++, EMBEDDED.",,
43832,first contact,> 45 years,ALLUMIERE » Rome ~ Lazio,Male,False,"NRG, I&C, COMMISSIONING, ENGINEERING, FIELD/SITE",Other,High school graduation,[+10],Oil and Gas,ai&c system completion coordinator,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Allumiere,ALLUMIERE,True,True,,,,,42.15751,11.90361,"High school graduation in Other. Worked in the Oil and Gas sector. Last held the role of ai&c system completion coordinator. with [+10] years of experience. Key skills include: NRG, I&C, COMMISSIONING, ENGINEERING, FIELD/SITE.",,
43855,first contact,< 20 years,MILAN » Milan ~ Lombardy,Male,False,,Informatics,Three-year degree,[5-7],Consulting,iot engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Three-year degree in Informatics. Worked in the Consulting sector. Last held the role of iot engineer. with [5-7] years of experience.,,
43898,first contact,< 20 years,MILAN » Milan ~ Lombardy,Male,False,SOLIDWORKS,Mechanical engineering,Five-year degree,[+10],Others,project engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of project engineer. with [+10] years of experience. Key skills include: SOLIDWORKS.,,
43929,first contact,31 - 35 years,ROMANIA » (STATE) ~ (OVERSEAS),Male,False,,Telecommunications Engineering,Five-year degree,[5-7],Others,senior validation,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ROMANIA,,,Romania,,False,True,,,,,45.943161,24.96676,Five-year degree in Telecommunications Engineering. Worked in the Others sector. Last held the role of senior validation. with [5-7] years of experience.,,
44045,first contact,26 - 30 years,ROME » Rome ~ Lazio,Male,False,,Electrical Engineering,Three-year degree,[0],Others,unemployed,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,Three-year degree in Electrical Engineering. Worked in the Others sector. Last held the role of unemployed. with [0] years of experience.,,
44050,first contact,26 - 30 years,MILAN » Milan ~ Lombardy,Male,False,,Economic - Statistics,Five-year degree,[5-7],Others,strategy & management consulting practice,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Five-year degree in Economic - Statistics. Worked in the Others sector. Last held the role of strategy & management consulting practice. with [5-7] years of experience.,,
44060,in selection,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,CYBERSECURITY,computer engineering,Five-year degree,[0],Services and Information Systems,fresh graduate,[2023],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1310.0,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in computer engineering. Worked in the Services and Information Systems sector. Last held the role of fresh graduate. with [0] years of experience. Key skills include: CYBERSECURITY.,,
44068,first contact,36 - 40 years,ROME » Rome ~ Lazio,Male,True,,industrial engineering,Three-year degree,[+10],Others,involved in the drafting of subsidized finance proposals,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,Three-year degree in industrial engineering. Worked in the Others sector. Last held the role of involved in the drafting of subsidized finance proposals. with [+10] years of experience.,,
44078,first contact,40 - 45 years,TURIN » Turin ~ Piedmont,Male,False,,electronic Engineering,Three-year degree,[+10],Automotive,digital radio software engineer,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Three-year degree in electronic Engineering. Worked in the Automotive sector. Last held the role of digital radio software engineer. with [+10] years of experience.,,
44132,first contact,20 - 25 years,CATANIA » Catania ~ Sicily,Male,False,,Mechanical engineering,Five-year degree,[0],Others,fresh graduate,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sicily,Catania,Catania,CATANIA,True,True,,,,,37.5027,15.0873,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of fresh graduate. with [0] years of experience.,,
44158,first contact,20 - 25 years,MODENA » Modena ~ Emilia Romagna,Male,False,,Scientific maturity,High school graduation,[0],Others,industrial engineering major,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Modena,Modena,MODENA,True,True,,,,,44.6458,10.9257,High school graduation in Scientific maturity. Worked in the Others sector. Last held the role of industrial engineering major. with [0] years of experience.,,
44193,first contact,26 - 30 years,MOLFETTA » Bari ~ Puglia,Female,False,,Biomedical Engineering,Five-year degree,[0],Life sciences,graduate student,[2019],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Molfetta,MOLFETTA,True,True,,,,,41.2,16.6,Five-year degree in Biomedical Engineering. Worked in the Life sciences sector. Last held the role of graduate student. with [0] years of experience.,,
44248,first contact,36 - 40 years,CATANIA » Catania ~ Sicily,Male,False,,Civil/Civil and Environmental Engineering,Five-year degree,[3-5],Others,collaborator,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sicily,Catania,Catania,CATANIA,True,True,,,,,37.5027,15.0873,Five-year degree in Civil/Civil and Environmental Engineering. Worked in the Others sector. Last held the role of collaborator. with [3-5] years of experience.,,
44253,first contact,< 20 years,LOMAGNA » Lecco ~ Lombardy,Male,False,,computer engineering,master's degree,[+10],Others,technical director and administrator,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Lecco,Lomagna,LOMAGNA,True,True,,,,,45.6664,9.37654,master's degree in computer engineering. Worked in the Others sector. Last held the role of technical director and administrator. with [+10] years of experience.,,
44260,in selection,31 - 35 years,VIAREGGIO » Lucca ~ Tuscany,Female,False,,Management Engineering,Five-year degree,[1-3],Consulting,management software consultant,[2023],,,,,2.0,,,,,,,,,25000.0,,2.0,3.0,3.0,3.0,2.0,1.0,3.0,705.0,False,ITALY,Tuscany,Lucca,Viareggio,VIAREGGIO,True,True,,,,,43.8672,10.2506,Five-year degree in Management Engineering. Worked in the Consulting sector. Last held the role of management software consultant. with [1-3] years of experience.,,
44342,first contact,< 20 years,ITALY » (STATE) ~ (ITALY),Male,False,X,chemical engineering,Five-year degree,[0],Life sciences,graduate,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,(italy),(state),Italy,ITALY,True,True,,,,,41.87194,12.56738,Five-year degree in chemical engineering. Worked in the Life sciences sector. Last held the role of graduate. with [0] years of experience. Key skills include: X.,,
44371,first contact,26 - 30 years,GRUGLIASCO » Turin ~ Piedmont,Male,False,,Other scientific subjects,High school graduation,[5-7],Others,team leader mechanical area,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Grugliasco,GRUGLIASCO,True,True,,,,,45.068,7.5776,High school graduation in Other scientific subjects. Worked in the Others sector. Last held the role of team leader mechanical area. with [5-7] years of experience.,,
44419,first contact,26 - 30 years,ARCINAZZO ROMANO » Rome ~ Lazio,Male,False,,Other,master's degree,[3-5],Machining - Heavy Industry,apprenticeship,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Arcinazzo Romano,ARCINAZZO ROMANO,True,True,,,,,41.87972,13.11439,master's degree in Other. Worked in the Machining - Heavy Industry sector. Last held the role of apprenticeship. with [3-5] years of experience.,,
44439,first contact,> 45 years,TURIN » Turin ~ Piedmont,Male,False,,Mechanical engineering,Three-year degree,[+10],Telecom,online poi quality analyst,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Three-year degree in Mechanical engineering. Worked in the Telecom sector. Last held the role of online poi quality analyst. with [+10] years of experience.,,
44461,first contact,40 - 45 years,PAULLO » Milan ~ Lombardy,Male,False,,computer engineering,Five-year degree,[+10],Others,computer director instructor,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Paullo,PAULLO,True,True,,,,,45.4167,9.4,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of computer director instructor. with [+10] years of experience.,,
44472,first contact,26 - 30 years,ST. PETER'S BRIDGE » Bergamo ~ Lombardy,Male,False,-,Mechanical engineering,Five-year degree,[0],Others,graduating student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,Ponte San Pietro,ST. PETER'S BRIDGE,True,True,,,,,45.6978,9.5881,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience. Key skills include: -.,,
44482,first contact,26 - 30 years,MIRABELLA ECLANO » Avellino ~ Campania,Male,False,,computer engineering,Five-year degree,[1-3],Others,curricular internship,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Avellino,Mirabella Eclano,MIRABELLA ECLANO,True,True,,,,,41.04496,15.00022,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of curricular internship. with [1-3] years of experience.,,
44493,first contact,26 - 30 years,RIANO » Rome ~ Lazio,Male,False,,Electrical Engineering,Five-year degree,[0-1],Others,electrical engineer,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Riano,RIANO,True,True,,,,,42.0911,12.5228,Five-year degree in Electrical Engineering. Worked in the Others sector. Last held the role of electrical engineer. with [0-1] years of experience.,,
44539,in selection,20 - 25 years,NAPLES » Naples ~ Campania,Female,False,"OFFICE, SAP",Management Engineering,Three-year degree,[0],Others,master's student,[2022],,,,,2.0,,,,,,,,,,,2.0,3.0,3.0,2.0,2.0,3.0,3.0,,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,"Three-year degree in Management Engineering. Worked in the Others sector. Last held the role of master's student. with [0] years of experience. Key skills include: OFFICE, SAP.",,
44541,first contact,26 - 30 years,CUGGIONO » Milan ~ Lombardy,Male,False,C#,Informatics,Five-year degree,[0],Consulting,graduating,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Cuggiono,CUGGIONO,True,True,,,,,45.50683,8.8155,Five-year degree in Informatics. Worked in the Consulting sector. Last held the role of graduating. with [0] years of experience. Key skills include: C#.,,
44576,first contact,26 - 30 years,TAURISANO » Lecce ~ Puglia,Male,False,.,computer engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Lecce,Taurisano,TAURISANO,True,True,,,,,39.9568,18.22,Five-year degree in computer engineering. with [0] years of experience. Key skills include: ..,,
44577,first contact,20 - 25 years,BERGAMO » Bergamo ~ Lombardy,Female,False,-,Chemist - Pharmaceutical,Five-year degree,[0],Life sciences,undergraduate/internship during studies,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,Bergamo,BERGAMO,True,True,,,,,45.695,9.67,Five-year degree in Chemist - Pharmaceutical. Worked in the Life sciences sector. Last held the role of undergraduate/internship during studies. with [0] years of experience. Key skills include: -.,,
44641,first contact,26 - 30 years,BOLOGNA » Bologna ~ Emilia Romagna,Female,False,,computer engineering,Five-year degree,[0],Others,master's degree student,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of master's degree student. with [0] years of experience.,,
44653,first contact,< 20 years,ALBANO LAZIALE » Rome ~ Lazio,Male,False,,Mechanical engineering,Five-year degree,[0],Others,nobody,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Albano Laziale,ALBANO LAZIALE,True,True,,,,,41.7333,12.6667,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of nobody. with [0] years of experience.,,
44706,first contact,31 - 35 years,CASTELLANETA » Taranto ~ Puglia,Male,False,,Energy and Nuclear Engineering,Five-year degree,[0],Others,master's degree student,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Taranto,Castellaneta,CASTELLANETA,True,True,,,,,40.6333,16.9333,Five-year degree in Energy and Nuclear Engineering. Worked in the Others sector. Last held the role of master's degree student. with [0] years of experience.,,
44736,first contact,20 - 25 years,CATANIA » Catania ~ Sicily,Female,False,,industrial engineering,Three-year degree,[0],Others,apprentice mechanic,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sicily,Catania,Catania,CATANIA,True,True,,,,,37.5027,15.0873,Three-year degree in industrial engineering. Worked in the Others sector. Last held the role of apprentice mechanic. with [0] years of experience.,,
44925,first contact,31 - 35 years,ROME » Rome ~ Lazio,Male,False,,Biomedical Engineering,Three-year degree,[0],Life sciences,engineering training internship,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,Three-year degree in Biomedical Engineering. Worked in the Life sciences sector. Last held the role of engineering training internship. with [0] years of experience.,,
44926,first contact,26 - 30 years,AVOLA » Syracuse ~ Sicily,Male,False,.,electronic Engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sicily,Syracuse,Avola,AVOLA,True,True,,,,,36.9167,15.1333,Five-year degree in electronic Engineering. with [0] years of experience. Key skills include: ..,,
45026,in selection,> 45 years,BARI » Bari ~ Puglia,Male,False,-,electronic Engineering,Five-year degree,[+10],Others,designer of passive components for telecommunications,[2022],,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1065.0,False,ITALY,Puglia,Bari,Bari,BARI,True,True,,,,,41.1253,16.8667,Five-year degree in electronic Engineering. Worked in the Others sector. Last held the role of designer of passive components for telecommunications. with [+10] years of experience. Key skills include: -.,,
45061,first contact,26 - 30 years,MELFI » Potenza ~ Basilicata,Male,False,,chemical engineering,Five-year degree,[0],Others,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Basilicata,Potenza,Melfi,MELFI,True,True,,,,,40.9964,15.6558,Five-year degree in chemical engineering. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience.,,
